Filename,Component,Volume,Centerline Length
colon_0385-prone.mha,1,1672320.0,11135
colon_0095-supine.mha,1,2321027.0,38859
colon_0512-supine.mha,1,2169375.0,2907
colon_0643-supine.mha,1,2061601.0,9082
colon_0526-prone.mha,1,1681259.0,73716
colon_0659-supine.mha,1,1910765.0,29063
colon_0235-supine.mha,1,1770751.0,2363
colon_0701-prone.mha,1,809.0,51
colon_0701-prone.mha,2,1624650.0,8234
colon_0701-prone.mha,3,1463.0,44
colon_0076-prone.mha,1,1920794.0,31961
colon_0676-supine.mha,1,2997965.0,37977
colon_0777-prone.mha,1,1124478.0,25175
colon_0034-prone.mha,1,4162975.0,61361
colon_0513-supine.mha,1,2040000.0,7862
colon_0388-prone.mha,1,1916062.0,24224
colon_0388-prone.mha,2,19952.0,89
colon_0139-supine.mha,1,2409495.0,125578
colon_0014-supine.mha,1,1387374.0,6172
colon_0426-supine.mha,1,2094711.0,13220
colon_0706-supine.mha,1,2221888.0,4384
colon_0319-supine.mha,1,1675777.0,13778
colon_0433-prone.mha,1,1705911.0,7283
colon_0487-supine.mha,1,1582880.0,21185
colon_0353-prone.mha,1,2729221.0,4314
colon_0457-prone.mha,1,1916178.0,22930
colon_0142-prone.mha,1,2006224.0,16027
colon_0295-supine.mha,1,1789819.0,47889
colon_0430-supine.mha,1,1913902.0,25210
colon_0669-supine.mha,1,2010422.0,36134
colon_0038-supine.mha,1,1482546.0,58447
colon_0371-prone.mha,1,1198077.0,3739
colon_0057-prone.mha,1,1500314.0,7901
colon_0688-prone.mha,1,1964397.0,29673
colon_0076-supine.mha,1,2295905.0,41146
colon_0384-prone.mha,1,2185042.0,18551
colon_0048-supine.mha,1,1361984.0,12124
colon_0266-supine.mha,1,2775346.0,26186
colon_0165-prone.mha,1,1763339.0,5740
colon_0053-prone.mha,1,1712502.0,15248
colon_0007-supine.mha,1,1750894.0,6609
colon_0539-prone.mha,1,1616119.0,12449
colon_0126-prone.mha,1,559250.0,8521
colon_0126-prone.mha,2,90941.0,790
